5.491199874877929688e+01,1.563928890228271484e+01
7.138010406494140625e+01,1.945239257812500000e+01
-3.766527175903320312e+01,-2.246470069885253906e+01
5.353220748901367188e+01,2.862628936767578125e+01
-3.592308807373046875e+01,1.978092575073242188e+01
-3.083220291137695312e+01,5.712176561355590820e-01
2.064080238342285156e+01,4.166330718994140625e+01
-5.628898620605468750e+01,-4.562513732910156250e+01
-4.437228679656982422e+00,-4.242464828491210938e+01
2.724252700805664062e+01,1.433455753326416016e+01
-3.996624374389648438e+01,-1.237550258636474609e+01
-3.408903121948242188e+01,-2.621105766296386719e+01
5.245917320251464844e+00,-2.024196243286132812e+01
-7.275669860839843750e+01,-3.493551254272460938e+00
3.715508651733398438e+01,2.257970237731933594e+01
-8.761039733886718750e+00,-2.861593627929687500e+01
-3.155282020568847656e+01,3.862247848510742188e+01
3.241911315917968750e+01,1.292716121673583984e+01
5.750340461730957031e+00,-2.369874000549316406e+01
-4.815570449829101562e+01,4.662372207641601562e+01
3.171809005737304688e+01,-2.582765817642211914e+00
-1.535381793975830078e+01,-5.755188751220703125e+01
2.262525367736816406e+01,-2.537129592895507812e+01
2.501168823242187500e+01,2.891316986083984375e+01
5.191313171386718750e+01,4.824473571777343750e+01
3.289686584472656250e+01,2.250035858154296875e+01
-1.233067226409912109e+01,-4.899035263061523438e+01
1.791735649108886719e+00,1.809668302536010742e+00
5.978302764892578125e+01,3.907904863357543945e+00
2.462157249450683594e+01,-4.450785064697265625e+01
4.483522415161132812e+00,-5.055015563964843750e+01
-4.067439079284667969e+00,2.029002189636230469e+01
5.579042053222656250e+01,4.904833602905273438e+01
5.413962936401367188e+01,3.242847824096679688e+01
-3.180853843688964844e+01,-3.775028610229492188e+01
2.221801567077636719e+01,-1.716061782836914062e+01
-1.047415447235107422e+01,1.041944408416748047e+01
-1.551139831542968750e+01,-2.552128982543945312e+01
4.260191345214843750e+01,1.263044548034667969e+01
4.621816253662109375e+01,-4.372809410095214844e+00
-1.450932788848876953e+01,-1.424837112426757812e+01
5.188525009155273438e+01,2.469751358032226562e+00
-3.907305526733398438e+01,-4.839544296264648438e+01
-1.434076595306396484e+01,-3.357691955566406250e+01
2.297984123229980469e+01,-6.654232025146484375e+01
4.202557373046875000e+01,2.922942924499511719e+01
-3.146006202697753906e+01,-2.390728950500488281e+00
3.452260971069335938e+01,1.548290634155273438e+01
6.479991149902343750e+01,-4.497999668121337891e+00
-7.755512237548828125e+01,1.407595062255859375e+01
-1.523900389671325684e+00,-1.044548130035400391e+01
-2.111906814575195312e+01,2.797186279296875000e+01
6.002072334289550781e+00,1.543180561065673828e+01
-3.958307266235351562e+01,-2.904453992843627930e+00
-1.362071323394775391e+01,-2.280956077575683594e+01
-1.715028166770935059e+00,6.240591049194335938e+00
-5.084160995483398438e+01,3.577053070068359375e+01
-7.006117248535156250e+01,-4.432175636291503906e+00
3.507241058349609375e+01,3.431732940673828125e+01
-2.051350402832031250e+01,3.993474578857421875e+01
-2.064338874816894531e+01,-3.505258083343505859e+00
-2.533960723876953125e+01,-1.493043422698974609e+01
7.805937290191650391e+00,9.174735069274902344e+00
-8.612551116943359375e+01,-2.888029670715332031e+01
-3.638989257812500000e+01,-3.351684331893920898e+00
6.454251289367675781e+00,-3.304428482055664062e+01
-1.448565769195556641e+01,-2.148637008666992188e+01
5.033945846557617188e+01,2.934852790832519531e+01
4.374774551391601562e+01,-4.526905441284179688e+01
-4.955628871917724609e+00,1.935527038574218750e+01
2.840743637084960938e+01,4.836808013916015625e+01
4.729774093627929688e+01,-2.378099441528320312e+01
2.227420425415039062e+01,-5.613790893554687500e+01
4.101124572753906250e+01,5.194593048095703125e+01
3.520088911056518555e+00,-2.358113288879394531e+00
4.368170166015625000e+01,2.162254142761230469e+01
1.200524425506591797e+01,2.970220947265625000e+01
3.667995834350585938e+01,-5.099201202392578125e+01
5.491199874877929688e+01,1.563928890228271484e+01
2.661547088623046875e+01,-3.715511858463287354e-01
4.375819015502929688e+01,-2.327258682250976562e+01
1.832131385803222656e+00,9.617299079895019531e+00
-1.684128952026367188e+01,-4.187032222747802734e+00
7.045510101318359375e+01,4.381793594360351562e+01
4.440900421142578125e+01,-5.324582290649414062e+01
1.896707344055175781e+01,-1.956371498107910156e+01
-3.653641510009765625e+01,-5.365643310546875000e+01
-3.077071905136108398e+00,-1.978234291076660156e+01
-1.049625396728515625e+02,-1.113675594329833984e+01
-1.286375904083251953e+01,2.373924970626831055e+00
6.902195453643798828e+00,4.782471466064453125e+01
4.363283920288085938e+01,4.278130340576171875e+01
4.457113647460937500e+01,2.648940277099609375e+01
-1.199683761596679688e+01,-3.548950195312500000e+01
-1.245891761779785156e+01,6.109574890136718750e+01
6.480289459228515625e+01,-4.513977527618408203e+00
5.484464645385742188e+01,-7.910802841186523438e+00
9.079844474792480469e+00,2.450527191162109375e+01
-1.253262138366699219e+01,-3.147565460205078125e+01
1.241181659698486328e+01,-3.535478591918945312e+01
-2.287857055664062500e+01,-3.438035583496093750e+01
3.296117019653320312e+01,7.417498588562011719e+00
-8.624277496337890625e+01,-1.370671176910400391e+01
3.238547897338867188e+01,3.111785411834716797e+00
4.893619537353515625e+01,4.679619598388671875e+01
-8.028557777404785156e+00,1.289861774444580078e+01
-2.303639984130859375e+01,-4.503665161132812500e+01
-4.771716308593750000e+01,-1.035429000854492188e+01
1.291014099121093750e+01,2.314400672912597656e+01
3.530824279785156250e+01,4.891373825073242188e+01
-1.852322959899902344e+01,-3.926010894775390625e+01
4.805166625976562500e+01,-1.145579719543457031e+01
-1.648433303833007812e+01,2.620747184753417969e+01
4.233488559722900391e+00,-3.859125900268554688e+01
3.864760160446166992e+00,6.212693023681640625e+01
-5.372667694091796875e+01,-3.111059570312500000e+01
1.408722496032714844e+01,4.057303237915039062e+01
5.324497604370117188e+01,2.113324356079101562e+01
4.372376251220703125e+01,-2.323699760437011719e+01
8.215676116943359375e+01,3.082416725158691406e+01
-3.687287139892578125e+01,-1.386012268066406250e+01
4.868289947509765625e+01,4.529835700988769531e+00
-4.288064193725585938e+01,1.102847480773925781e+01
1.184168338775634766e+01,-2.953429937362670898e+00
3.185052680969238281e+01,3.046576881408691406e+01
3.404850387573242188e+01,1.679779243469238281e+01
3.978801345825195312e+01,5.573231506347656250e+01
-6.920803833007812500e+01,-4.013393020629882812e+01
4.760772323608398438e+01,3.438146972656250000e+01
-7.960531234741210938e+00,3.168329954147338867e+00
9.594505310058593750e+00,-6.935450553894042969e+00
-1.198956370353698730e+00,-1.853104209899902344e+01
-6.988151550292968750e+01,-6.739840507507324219e+00
-6.291938400268554688e+01,-1.033282184600830078e+01
4.627072906494140625e+01,3.231291961669921875e+01
5.834127807617187500e+01,1.668928909301757812e+01
-3.805536270141601562e+01,4.202801132202148438e+01
6.571359252929687500e+01,3.452435684204101562e+01
-1.513692951202392578e+01,2.792374801635742188e+01
5.852321147918701172e+00,-2.358463096618652344e+01
-3.958327865600585938e+01,-2.905893564224243164e+00
-2.081208419799804688e+01,-7.097463989257812500e+01
3.720476913452148438e+01,-4.808229923248291016e+00
5.742476654052734375e+01,3.554400634765625000e+01
4.161347579956054688e+01,4.650569915771484375e+01
-6.699924945831298828e+00,-8.711572647094726562e+00
9.043250083923339844e-01,-6.755846405029296875e+01
-4.107609558105468750e+01,6.655107498168945312e+00
2.297984123229980469e+01,-6.654232025146484375e+01
-5.220294952392578125e+01,1.326684284210205078e+01
-3.918292617797851562e+01,-4.021601104736328125e+01
-3.994365310668945312e+01,-1.574309158325195312e+01
4.349732589721679688e+01,3.189678382873535156e+01
6.877082824707031250e+01,2.608399963378906250e+01
-1.593020439147949219e+00,2.636271476745605469e+01
2.330133438110351562e+01,1.389323472976684570e+00
2.242314147949218750e+01,5.078557968139648438e+00
-9.087454223632812500e+01,-1.195242500305175781e+01
-4.679722213745117188e+01,2.724205970764160156e+01
-2.961724090576171875e+01,-4.612011337280273438e+01
6.521385955810546875e+01,4.119603633880615234e+00
4.091153335571289062e+01,1.872911071777343750e+01
6.313368988037109375e+01,2.029867362976074219e+01
2.640638351440429688e+00,-3.570497131347656250e+01
-4.248114585876464844e+00,-6.089729309082031250e+01
3.474651098251342773e+00,-2.990411949157714844e+01
4.148928451538085938e+01,-4.441950321197509766e+00
1.894305038452148438e+01,-5.168173313140869141e+00
-6.379355430603027344e+00,-2.221744918823242188e+01
6.768939208984375000e+01,1.018208694458007812e+01
-4.248114585876464844e+00,-6.089729309082031250e+01
6.768939208984375000e+01,1.018208694458007812e+01
3.153550910949707031e+01,-1.514647197723388672e+01
-2.590565109252929688e+01,-1.599166488647460938e+01
-5.860545730590820312e+01,2.180771446228027344e+01
5.292689514160156250e+01,-1.193479728698730469e+01
-4.171204757690429688e+01,-4.345345687866210938e+01
-9.245134735107421875e+01,-1.659260177612304688e+01
-4.563592970371246338e-01,-2.713891983032226562e+00
-1.345119094848632812e+01,8.479202270507812500e+00
3.200487518310546875e+01,-3.146577119827270508e+00
-5.779211521148681641e+00,3.513491058349609375e+01
-3.418204116821289062e+01,1.279161572456359863e+00
-9.134577751159667969e+00,-2.214845275878906250e+01
-2.012061119079589844e+01,-4.981170272827148438e+01
2.361526489257812500e+01,4.967927169799804688e+01
5.093570327758789062e+01,4.387611770629882812e+01
-2.734914016723632812e+01,-6.023351192474365234e+00
6.559351348876953125e+01,1.269766139984130859e+01
6.533177375793457031e+00,-2.741101837158203125e+01
-1.550399398803710938e+01,2.830856895446777344e+01
-8.917209625244140625e+00,8.277965545654296875e+00
4.693147659301757812e+01,9.613579750061035156e+00
